Start Time	End Time	Active Appliances
2013-02-27 21:30:00	2013-02-27 22:00:00	{2}
2013-03-01 21:30:00	2013-03-01 22:00:00	{2, 5}
2013-03-01 22:00:00	2013-03-01 22:30:00	{2, 5}
2013-03-02 12:30:00	2013-03-02 13:00:00	{2}
2013-03-08 20:30:00	2013-03-08 21:00:00	{2}
2013-03-08 21:00:00	2013-03-08 21:30:00	{2, 5}
2013-03-08 23:00:00	2013-03-08 23:30:00	{2, 5}
2013-03-09 14:00:00	2013-03-09 14:30:00	{2, 5}
2013-03-11 17:00:00	2013-03-11 17:30:00	{2, 4}
2013-03-11 19:00:00	2013-03-11 19:30:00	{2, 4}
2013-03-11 19:30:00	2013-03-11 20:00:00	{2, 4}
2013-03-11 20:00:00	2013-03-11 20:30:00	{2, 4}
2013-03-11 23:30:00	2013-03-11 00:00:00	{2, 3, 4}
2013-03-13 10:30:00	2013-03-13 11:00:00	{2, 4}
2013-03-13 23:00:00	2013-03-13 23:30:00	{2, 3, 5}
2013-03-16 11:30:00	2013-03-16 12:00:00	{2}
2013-03-17 20:30:00	2013-03-17 21:00:00	{2, 5}
2013-03-18 21:30:00	2013-03-18 22:00:00	{2, 5}
2013-03-18 22:00:00	2013-03-18 22:30:00	{2, 5}
2013-03-19 20:00:00	2013-03-19 20:30:00	{2}
2013-03-19 20:30:00	2013-03-19 21:00:00	{2}
2013-03-19 21:00:00	2013-03-19 21:30:00	{2}
2013-03-19 22:30:00	2013-03-19 23:00:00	{2}
2013-03-23 00:00:00	2013-03-23 00:30:00	{2}
2013-03-24 18:30:00	2013-03-24 19:00:00	{2, 4}
2013-03-25 08:30:00	2013-03-25 09:00:00	{2}
2013-03-25 10:30:00	2013-03-25 11:00:00	{2, 4}
2013-03-25 12:30:00	2013-03-25 13:00:00	{2}
2013-03-25 15:30:00	2013-03-25 16:00:00	{2}
2013-03-25 20:00:00	2013-03-25 20:30:00	{2, 4}
2013-03-26 19:00:00	2013-03-26 19:30:00	{2}
2013-03-26 20:00:00	2013-03-26 20:30:00	{2}
2013-03-27 12:00:00	2013-03-27 12:30:00	{2}
2013-03-28 00:30:00	2013-03-28 01:00:00	{2}
2013-03-28 10:00:00	2013-03-28 10:30:00	{2}
2013-03-29 07:30:00	2013-03-29 08:00:00	{2}
2013-03-29 11:00:00	2013-03-29 11:30:00	{2}
2013-04-02 10:30:00	2013-04-02 11:00:00	{2}
2013-04-02 18:00:00	2013-04-02 18:30:00	{2, 4}
2013-04-02 19:30:00	2013-04-02 20:00:00	{2}
2013-04-02 21:30:00	2013-04-02 22:00:00	{2}
2013-04-02 23:30:00	2013-04-02 00:00:00	{2, 4}
2013-04-03 09:30:00	2013-04-03 10:00:00	{2, 4}
2013-04-03 18:00:00	2013-04-03 18:30:00	{2}
2013-04-04 09:30:00	2013-04-04 10:00:00	{2, 4}
2013-04-04 11:30:00	2013-04-04 12:00:00	{2, 4}
2013-04-06 13:30:00	2013-04-06 14:00:00	{2}
2013-04-06 14:00:00	2013-04-06 14:30:00	{2}
2013-04-06 14:30:00	2013-04-06 15:00:00	{2}
2013-04-06 15:00:00	2013-04-06 15:30:00	{2}
2013-04-07 15:30:00	2013-04-07 16:00:00	{2}
2013-04-07 16:00:00	2013-04-07 16:30:00	{2}
2013-04-07 20:30:00	2013-04-07 21:00:00	{2, 5}
2013-04-07 21:00:00	2013-04-07 21:30:00	{2, 5}
2013-04-07 23:30:00	2013-04-07 00:00:00	{2, 5}
2013-04-08 00:00:00	2013-04-08 00:30:00	{2, 5}
2013-04-08 05:30:00	2013-04-08 06:00:00	{2}
2013-03-02 00:00:00	2013-03-02 00:30:00	{3, 5}
2013-03-02 00:30:00	2013-03-02 01:00:00	{3, 5}
2013-03-02 01:00:00	2013-03-02 01:30:00	{3, 5}
2013-03-02 01:30:00	2013-03-02 02:00:00	{3, 5}
2013-03-04 09:00:00	2013-03-04 09:30:00	{3}
2013-03-04 09:30:00	2013-03-04 10:00:00	{3}
2013-03-04 10:00:00	2013-03-04 10:30:00	{3}
2013-03-04 10:30:00	2013-03-04 11:00:00	{3}
2013-03-11 10:30:00	2013-03-11 11:00:00	{3, 4}
2013-03-11 21:30:00	2013-03-11 22:00:00	{3, 4}
2013-03-11 22:00:00	2013-03-11 22:30:00	{3, 4}
2013-03-11 22:30:00	2013-03-11 23:00:00	{3, 4}
2013-03-11 23:00:00	2013-03-11 23:30:00	{3, 4}
2013-03-12 00:00:00	2013-03-12 00:30:00	{3, 4}
2013-03-12 01:00:00	2013-03-12 01:30:00	{3, 4}
2013-03-12 01:30:00	2013-03-12 02:00:00	{3, 4}
2013-03-12 02:00:00	2013-03-12 02:30:00	{3, 4}
2013-03-12 02:30:00	2013-03-12 03:00:00	{3, 4}
2013-03-12 03:00:00	2013-03-12 03:30:00	{3, 4}
2013-03-12 03:30:00	2013-03-12 04:00:00	{3, 4}
2013-03-12 04:00:00	2013-03-12 04:30:00	{3, 4}
2013-03-12 04:30:00	2013-03-12 05:00:00	{3, 4}
2013-03-12 05:00:00	2013-03-12 05:30:00	{3, 4}
2013-03-12 05:30:00	2013-03-12 06:00:00	{3, 4}
2013-03-12 06:00:00	2013-03-12 06:30:00	{3, 4}
2013-03-12 06:30:00	2013-03-12 07:00:00	{3, 4}
2013-03-12 07:00:00	2013-03-12 07:30:00	{3, 4}
2013-03-12 07:30:00	2013-03-12 08:00:00	{3, 4}
2013-03-12 08:00:00	2013-03-12 08:30:00	{3, 4}
2013-03-13 06:00:00	2013-03-13 06:30:00	{3}
2013-03-13 06:30:00	2013-03-13 07:00:00	{3, 4}
2013-03-13 07:00:00	2013-03-13 07:30:00	{3}
2013-03-13 07:30:00	2013-03-13 08:00:00	{3, 4}
2013-03-13 08:00:00	2013-03-13 08:30:00	{3, 4}
2013-03-13 23:30:00	2013-03-13 00:00:00	{3, 4, 5}
2013-03-14 00:00:00	2013-03-14 00:30:00	{3, 4}
2013-03-14 06:00:00	2013-03-14 06:30:00	{3, 4}
2013-03-14 06:30:00	2013-03-14 07:00:00	{3}
2013-03-14 07:00:00	2013-03-14 07:30:00	{3, 4}
2013-03-14 07:30:00	2013-03-14 08:00:00	{3, 4}
2013-03-14 08:00:00	2013-03-14 08:30:00	{3}
2013-03-16 00:00:00	2013-03-16 00:30:00	{3}
2013-03-16 00:30:00	2013-03-16 01:00:00	{3}
2013-03-16 01:00:00	2013-03-16 01:30:00	{3}
2013-03-16 01:30:00	2013-03-16 02:00:00	{3}
2013-03-16 02:00:00	2013-03-16 02:30:00	{3}
2013-03-16 02:30:00	2013-03-16 03:00:00	{3}
2013-03-16 03:00:00	2013-03-16 03:30:00	{3}
2013-03-16 03:30:00	2013-03-16 04:00:00	{3}
2013-03-16 04:00:00	2013-03-16 04:30:00	{3}
2013-03-16 04:30:00	2013-03-16 05:00:00	{3}
2013-03-16 05:00:00	2013-03-16 05:30:00	{3}
2013-03-16 05:30:00	2013-03-16 06:00:00	{3}
2013-03-16 06:00:00	2013-03-16 06:30:00	{3}
2013-03-16 06:30:00	2013-03-16 07:00:00	{3}
2013-03-16 07:00:00	2013-03-16 07:30:00	{3}
2013-03-20 07:30:00	2013-03-20 08:00:00	{3}
2013-03-20 08:00:00	2013-03-20 08:30:00	{3}
2013-03-25 22:30:00	2013-03-25 23:00:00	{3, 5}
2013-03-25 23:00:00	2013-03-25 23:30:00	{3, 5}
2013-03-25 23:30:00	2013-03-25 00:00:00	{3, 4, 5}
2013-03-26 00:00:00	2013-03-26 00:30:00	{3, 4}
2013-03-26 00:30:00	2013-03-26 01:00:00	{3, 4}
2013-03-27 08:00:00	2013-03-27 08:30:00	{3, 4}
2013-03-29 13:30:00	2013-03-29 14:00:00	{3}
2013-03-29 14:00:00	2013-03-29 14:30:00	{3}
2013-03-29 14:30:00	2013-03-29 15:00:00	{3}
2013-04-02 07:30:00	2013-04-02 08:00:00	{3, 4}
2013-04-02 08:00:00	2013-04-02 08:30:00	{3, 4}
2013-04-02 20:30:00	2013-04-02 21:00:00	{3}
2013-04-02 22:30:00	2013-04-02 23:00:00	{3}
2013-04-02 23:00:00	2013-04-02 23:30:00	{3, 4}
2013-04-03 08:00:00	2013-04-03 08:30:00	{3, 4}
2013-04-04 07:00:00	2013-04-04 07:30:00	{3, 4}
2013-04-04 07:30:00	2013-04-04 08:00:00	{3, 4}
2013-04-06 12:00:00	2013-04-06 12:30:00	{3}
2013-04-07 05:00:00	2013-04-07 05:30:00	{3}
2013-04-07 05:30:00	2013-04-07 06:00:00	{3}
2013-04-07 06:00:00	2013-04-07 06:30:00	{3}
2013-04-07 06:30:00	2013-04-07 07:00:00	{3}
2013-04-07 07:00:00	2013-04-07 07:30:00	{3}
2013-04-07 07:30:00	2013-04-07 08:00:00	{3}
2013-04-07 08:00:00	2013-04-07 08:30:00	{3}
2013-04-07 08:30:00	2013-04-07 09:00:00	{3}
2013-04-07 09:00:00	2013-04-07 09:30:00	{3}
2013-04-07 09:30:00	2013-04-07 10:00:00	{3}
2013-04-07 10:00:00	2013-04-07 10:30:00	{3}
2013-04-07 10:30:00	2013-04-07 11:00:00	{3}
2013-04-07 11:00:00	2013-04-07 11:30:00	{3}
2013-04-07 11:30:00	2013-04-07 12:00:00	{3}
2013-04-07 12:00:00	2013-04-07 12:30:00	{3}
2013-02-27 23:30:00	2013-02-27 00:00:00	{4}
2013-02-28 00:00:00	2013-02-28 00:30:00	{4}
2013-02-28 00:30:00	2013-02-28 01:00:00	{4}
2013-02-28 01:00:00	2013-02-28 01:30:00	{4}
2013-02-28 01:30:00	2013-02-28 02:00:00	{4}
2013-02-28 02:00:00	2013-02-28 02:30:00	{4}
2013-02-28 02:30:00	2013-02-28 03:00:00	{4}
2013-02-28 03:00:00	2013-02-28 03:30:00	{4}
2013-02-28 03:30:00	2013-02-28 04:00:00	{4}
2013-02-28 04:00:00	2013-02-28 04:30:00	{4}
2013-02-28 04:30:00	2013-02-28 05:00:00	{4}
2013-02-28 05:00:00	2013-02-28 05:30:00	{4}
2013-02-28 05:30:00	2013-02-28 06:00:00	{4}
2013-02-28 06:00:00	2013-02-28 06:30:00	{4}
2013-02-28 06:30:00	2013-02-28 07:00:00	{4}
2013-02-28 07:00:00	2013-02-28 07:30:00	{4}
2013-02-28 07:30:00	2013-02-28 08:00:00	{4}
2013-03-01 00:00:00	2013-03-01 00:30:00	{4}
2013-03-01 00:30:00	2013-03-01 01:00:00	{4}
2013-03-01 01:00:00	2013-03-01 01:30:00	{4}
2013-03-01 01:30:00	2013-03-01 02:00:00	{4}
2013-03-01 02:00:00	2013-03-01 02:30:00	{4}
2013-03-01 02:30:00	2013-03-01 03:00:00	{4}
2013-03-01 03:00:00	2013-03-01 03:30:00	{4}
2013-03-01 03:30:00	2013-03-01 04:00:00	{4}
2013-03-01 04:00:00	2013-03-01 04:30:00	{4}
2013-03-01 04:30:00	2013-03-01 05:00:00	{4}
2013-03-01 05:00:00	2013-03-01 05:30:00	{4}
2013-03-01 05:30:00	2013-03-01 06:00:00	{4}
2013-03-01 06:00:00	2013-03-01 06:30:00	{4}
2013-03-01 06:30:00	2013-03-01 07:00:00	{4}
2013-03-01 07:00:00	2013-03-01 07:30:00	{4}
2013-03-01 07:30:00	2013-03-01 08:00:00	{4}
2013-03-02 18:00:00	2013-03-02 18:30:00	{4}
2013-03-02 18:30:00	2013-03-02 19:00:00	{4}
2013-03-02 19:00:00	2013-03-02 19:30:00	{4}
2013-03-02 19:30:00	2013-03-02 20:00:00	{4}
2013-03-02 20:00:00	2013-03-02 20:30:00	{4}
2013-03-02 20:30:00	2013-03-02 21:00:00	{4}
2013-03-02 21:00:00	2013-03-02 21:30:00	{4}
2013-03-02 21:30:00	2013-03-02 22:00:00	{4}
2013-03-02 22:00:00	2013-03-02 22:30:00	{4}
2013-03-02 22:30:00	2013-03-02 23:00:00	{4}
2013-03-02 23:00:00	2013-03-02 23:30:00	{4}
2013-03-02 23:30:00	2013-03-02 00:00:00	{4}
2013-03-03 00:00:00	2013-03-03 00:30:00	{4}
2013-03-03 00:30:00	2013-03-03 01:00:00	{4}
2013-03-03 01:00:00	2013-03-03 01:30:00	{4}
2013-03-03 01:30:00	2013-03-03 02:00:00	{4}
2013-03-03 02:00:00	2013-03-03 02:30:00	{4}
2013-03-03 02:30:00	2013-03-03 03:00:00	{4}
2013-03-03 03:00:00	2013-03-03 03:30:00	{4}
2013-03-03 03:30:00	2013-03-03 04:00:00	{4}
2013-03-03 04:00:00	2013-03-03 04:30:00	{4}
2013-03-03 04:30:00	2013-03-03 05:00:00	{4}
2013-03-03 05:00:00	2013-03-03 05:30:00	{4}
2013-03-03 05:30:00	2013-03-03 06:00:00	{4}
2013-03-03 06:00:00	2013-03-03 06:30:00	{4}
2013-03-03 06:30:00	2013-03-03 07:00:00	{4}
2013-03-03 07:00:00	2013-03-03 07:30:00	{4}
2013-03-03 07:30:00	2013-03-03 08:00:00	{4}
2013-03-03 08:00:00	2013-03-03 08:30:00	{4}
2013-03-03 08:30:00	2013-03-03 09:00:00	{4}
2013-03-03 09:00:00	2013-03-03 09:30:00	{4}
2013-03-03 09:30:00	2013-03-03 10:00:00	{4}
2013-03-03 10:00:00	2013-03-03 10:30:00	{4}
2013-03-03 10:30:00	2013-03-03 11:00:00	{4}
2013-03-03 11:00:00	2013-03-03 11:30:00	{4}
2013-03-03 11:30:00	2013-03-03 12:00:00	{4}
2013-03-03 12:00:00	2013-03-03 12:30:00	{4}
2013-03-03 12:30:00	2013-03-03 13:00:00	{4}
2013-03-03 13:00:00	2013-03-03 13:30:00	{4}
2013-03-03 13:30:00	2013-03-03 14:00:00	{4}
2013-03-03 14:00:00	2013-03-03 14:30:00	{4}
2013-03-03 14:30:00	2013-03-03 15:00:00	{4}
2013-03-03 15:00:00	2013-03-03 15:30:00	{4}
2013-03-03 15:30:00	2013-03-03 16:00:00	{4}
2013-03-03 16:00:00	2013-03-03 16:30:00	{4}
2013-03-03 16:30:00	2013-03-03 17:00:00	{4}
2013-03-03 17:00:00	2013-03-03 17:30:00	{4}
2013-03-03 17:30:00	2013-03-03 18:00:00	{4}
2013-03-03 18:00:00	2013-03-03 18:30:00	{4}
2013-03-03 18:30:00	2013-03-03 19:00:00	{4}
2013-03-03 19:00:00	2013-03-03 19:30:00	{4}
2013-03-03 19:30:00	2013-03-03 20:00:00	{4}
2013-03-03 20:00:00	2013-03-03 20:30:00	{4}
2013-03-03 20:30:00	2013-03-03 21:00:00	{4}
2013-03-03 21:00:00	2013-03-03 21:30:00	{4}
2013-03-03 21:30:00	2013-03-03 22:00:00	{4}
2013-03-03 22:00:00	2013-03-03 22:30:00	{4}
2013-03-03 22:30:00	2013-03-03 23:00:00	{4}
2013-03-03 23:00:00	2013-03-03 23:30:00	{4}
2013-03-03 23:30:00	2013-03-03 00:00:00	{4}
2013-03-04 00:00:00	2013-03-04 00:30:00	{4}
2013-03-04 00:30:00	2013-03-04 01:00:00	{4}
2013-03-04 01:00:00	2013-03-04 01:30:00	{4}
2013-03-04 01:30:00	2013-03-04 02:00:00	{4}
2013-03-04 02:00:00	2013-03-04 02:30:00	{4}
2013-03-04 02:30:00	2013-03-04 03:00:00	{4}
2013-03-04 03:00:00	2013-03-04 03:30:00	{4}
2013-03-04 03:30:00	2013-03-04 04:00:00	{4}
2013-03-04 04:00:00	2013-03-04 04:30:00	{4}
2013-03-04 04:30:00	2013-03-04 05:00:00	{4}
2013-03-04 05:00:00	2013-03-04 05:30:00	{4}
2013-03-04 05:30:00	2013-03-04 06:00:00	{4}
2013-03-04 06:00:00	2013-03-04 06:30:00	{4}
2013-03-04 06:30:00	2013-03-04 07:00:00	{4}
2013-03-04 07:00:00	2013-03-04 07:30:00	{4}
2013-03-04 07:30:00	2013-03-04 08:00:00	{4}
2013-03-04 08:00:00	2013-03-04 08:30:00	{4}
2013-03-05 00:00:00	2013-03-05 00:30:00	{4}
2013-03-05 00:30:00	2013-03-05 01:00:00	{4}
2013-03-05 01:00:00	2013-03-05 01:30:00	{4}
2013-03-05 01:30:00	2013-03-05 02:00:00	{4}
2013-03-05 02:00:00	2013-03-05 02:30:00	{4}
2013-03-05 02:30:00	2013-03-05 03:00:00	{4}
2013-03-05 03:00:00	2013-03-05 03:30:00	{4}
2013-03-05 03:30:00	2013-03-05 04:00:00	{4}
2013-03-05 04:00:00	2013-03-05 04:30:00	{4}
2013-03-05 04:30:00	2013-03-05 05:00:00	{4}
2013-03-05 05:00:00	2013-03-05 05:30:00	{4}
2013-03-05 05:30:00	2013-03-05 06:00:00	{4}
2013-03-05 06:00:00	2013-03-05 06:30:00	{4}
2013-03-05 06:30:00	2013-03-05 07:00:00	{4}
2013-03-05 07:00:00	2013-03-05 07:30:00	{4}
2013-03-05 07:30:00	2013-03-05 08:00:00	{4}
2013-03-05 08:00:00	2013-03-05 08:30:00	{4}
2013-03-05 23:30:00	2013-03-05 00:00:00	{4}
2013-03-06 00:00:00	2013-03-06 00:30:00	{4}
2013-03-06 00:30:00	2013-03-06 01:00:00	{4}
2013-03-06 01:00:00	2013-03-06 01:30:00	{4}
2013-03-06 02:00:00	2013-03-06 02:30:00	{4}
2013-03-06 03:00:00	2013-03-06 03:30:00	{4}
2013-03-06 04:00:00	2013-03-06 04:30:00	{4}
2013-03-06 05:00:00	2013-03-06 05:30:00	{4}
2013-03-06 06:00:00	2013-03-06 06:30:00	{4}
2013-03-06 07:00:00	2013-03-06 07:30:00	{4}
2013-03-06 23:30:00	2013-03-06 00:00:00	{4}
2013-03-07 00:00:00	2013-03-07 00:30:00	{4}
2013-03-07 00:30:00	2013-03-07 01:00:00	{4}
2013-03-07 01:00:00	2013-03-07 01:30:00	{4}
2013-03-07 02:00:00	2013-03-07 02:30:00	{4}
2013-03-07 03:00:00	2013-03-07 03:30:00	{4}
2013-03-07 04:00:00	2013-03-07 04:30:00	{4}
2013-03-07 05:00:00	2013-03-07 05:30:00	{4}
2013-03-07 06:00:00	2013-03-07 06:30:00	{4}
2013-03-07 07:00:00	2013-03-07 07:30:00	{4}
2013-03-07 07:30:00	2013-03-07 08:00:00	{4}
2013-03-07 08:00:00	2013-03-07 08:30:00	{4}
2013-03-07 08:30:00	2013-03-07 09:00:00	{4}
2013-03-07 09:00:00	2013-03-07 09:30:00	{4}
2013-03-07 23:30:00	2013-03-07 00:00:00	{4}
2013-03-08 00:00:00	2013-03-08 00:30:00	{4}
2013-03-08 00:30:00	2013-03-08 01:00:00	{4}
2013-03-08 01:00:00	2013-03-08 01:30:00	{4}
2013-03-08 01:30:00	2013-03-08 02:00:00	{4}
2013-03-08 02:30:00	2013-03-08 03:00:00	{4}
2013-03-08 03:30:00	2013-03-08 04:00:00	{4}
2013-03-08 04:30:00	2013-03-08 05:00:00	{4}
2013-03-08 05:00:00	2013-03-08 05:30:00	{4}
2013-03-08 06:00:00	2013-03-08 06:30:00	{4}
2013-03-08 07:00:00	2013-03-08 07:30:00	{4}
2013-03-08 07:30:00	2013-03-08 08:00:00	{4}
2013-03-11 09:30:00	2013-03-11 10:00:00	{4}
2013-03-11 10:00:00	2013-03-11 10:30:00	{4}
2013-03-11 11:00:00	2013-03-11 11:30:00	{4}
2013-03-11 11:30:00	2013-03-11 12:00:00	{4}
2013-03-11 12:00:00	2013-03-11 12:30:00	{4}
2013-03-11 12:30:00	2013-03-11 13:00:00	{4}
2013-03-11 13:00:00	2013-03-11 13:30:00	{4}
2013-03-11 15:30:00	2013-03-11 16:00:00	{4}
2013-03-11 16:00:00	2013-03-11 16:30:00	{4}
2013-03-11 16:30:00	2013-03-11 17:00:00	{4}
2013-03-11 17:30:00	2013-03-11 18:00:00	{4}
2013-03-11 18:00:00	2013-03-11 18:30:00	{4}
2013-03-11 18:30:00	2013-03-11 19:00:00	{4}
2013-03-11 20:30:00	2013-03-11 21:00:00	{4}
2013-03-11 21:00:00	2013-03-11 21:30:00	{4}
2013-03-12 00:30:00	2013-03-12 01:00:00	{4}
2013-03-12 23:30:00	2013-03-12 00:00:00	{4, 5}
2013-03-13 00:00:00	2013-03-13 00:30:00	{4}
2013-03-13 00:30:00	2013-03-13 01:00:00	{4}
2013-03-13 01:00:00	2013-03-13 01:30:00	{4}
2013-03-13 01:30:00	2013-03-13 02:00:00	{4}
2013-03-13 02:00:00	2013-03-13 02:30:00	{4}
2013-03-13 03:00:00	2013-03-13 03:30:00	{4}
2013-03-13 03:30:00	2013-03-13 04:00:00	{4}
2013-03-13 04:00:00	2013-03-13 04:30:00	{4}
2013-03-13 04:30:00	2013-03-13 05:00:00	{4}
2013-03-13 05:30:00	2013-03-13 06:00:00	{4}
2013-03-13 08:30:00	2013-03-13 09:00:00	{4}
2013-03-13 09:00:00	2013-03-13 09:30:00	{4}
2013-03-13 10:00:00	2013-03-13 10:30:00	{4}
